,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
95,D,2016-11-18 12:40:56,2016-11-17,ETN,Connor Christopher M,Dir,S - Sale+OE,$65.59,"-6,504","13,650",-32%,"-$426,584",-1,+3,+5,
96,,2016-11-14 08:19:12,2016-11-10,ETN,Fearon Richard H,See Remarks below.,S - Sale,$68.11,"-20,000","254,856",-7%,"-$1,362,200",0,-5,+2,
97,D,2016-11-14 08:16:37,2016-11-10,ETN,Arnold Craig,See Remarks below.,S - Sale+OE,$67.99,"-48,300","200,588",-19%,"-$3,283,772",0,-5,+2,
98,D,2016-11-14 08:13:38,2016-11-10,ETN,Golden Charles E,Dir,S - Sale+OE,$67.96,"-14,626","15,964",-48%,"-$994,027",0,-5,+2,
99,,2016-11-10 14:17:43,2016-11-09,ETN,Critelli Michael J,Dir,S - Sale,$64.26,"-13,000","70,566",-16%,"-$835,348",+4,-1,+5,+17
100,D,2016-09-01 10:23:46,2016-08-30,ETN,Yadav Uday,See Remarks below.,S - Sale+OE,$67.05,"-15,713","28,147",-36%,"-$1,053,589",+1,-1,-1,+10
101,,2016-08-29 16:46:08,2016-08-26,ETN,Connor Christopher M,Dir,P - Purchase,$67.23,"+1,000","13,650",+8%,"+$67,226",-1,0,-6,+7
102,,2016-08-22 11:45:11,2016-08-19,ETN,Thompson Dorothy C,Dir,P - Purchase,$67.32,+550,550,New,"+$37,026",0,-1,-7,+7
103,D,2016-08-09 13:39:36,2016-08-05,ETN,Arnold Craig,See Remarks below.,S - Sale+OE,$65.16,"-46,088","188,448",-20%,"-$3,003,094",0,+3,+1,+8
104,D,2016-08-09 10:18:49,2016-08-05,ETN,Fearon Richard H,See Remarks below.,S - Sale+OE,$65.29,"-65,195","274,856",-19%,"-$4,256,582",0,+3,+1,+8
105,D,2016-08-08 17:01:42,2016-08-04,ETN,McGuire Mark M,See Remarks below.,S - Sale+OE,$64.55,"-18,751","34,733",-35%,"-$1,210,377",0,+2,+1,+7
106,D,2016-06-09 16:19:09,2016-06-07,ETN,McGuire Mark M,See Remarks below.,S - Sale+OE,$63.04,"-18,751","32,605",-37%,"-$1,182,106",-2,-3,-1,+11
107,D,2016-05-13 12:28:50,2016-05-11,ETN,Cutler Alexander M,See Remarks below.,S - Sale+OE,$62.33,"-138,762","541,005",-20%,"-$8,649,188",-2,-4,-2,+9
108,,2016-02-23 08:22:33,2016-02-22,ETN,Brabander Cynthia K,See Remarks below.,P - Purchase,$57.50,+810,"13,115",+7%,"+$46,575",-2,-2,+11,+21
109,D,2015-12-16 12:27:47,2015-12-14,ETN,McCoy Deborah L,Dir,S - Sale+OE,$50.38,"-7,296","44,936",-14%,"-$367,576",+3,+2,-5,+22
110,,2015-12-16 12:26:13,2015-12-14,ETN,Page Gregory R,Dir,P - Purchase,$50.39,"+1,000","44,275",+2%,"+$50,390",+3,+2,-5,+22
111,,2015-09-03 14:07:01,2015-09-01,ETN,Page Gregory R,Dir,P - Purchase,$55.24,"+3,000","43,275",+7%,"+$165,733",-1,+1,-8,+6
112,D,2015-08-14 15:43:36,2015-08-13,ETN,Connor Christopher M,Dir,S - Sale+OE,$60.10,"-20,000","12,650",-61%,"-$1,202,022",0,-3,-9,-9
113,,2015-05-12 11:17:26,2015-05-08,ETN,McGuire Mark M,See Remarks below.,S - Sale,$71.93,"-20,000","27,513",-42%,"-$1,438,546",0,+2,0,-19
114,,2015-03-03 09:27:41,2015-03-02,ETN,Gross Thomas,See Remarks below.,S - Sale,$71.08,"-29,231","36,853",-44%,"-$2,077,710",-1,-3,-4,-18
115,D,2015-02-10 13:48:54,2015-02-09,ETN,Fearon Richard H,See Remarks below.,S - Sale+OE,$70.33,"-91,513","260,374",-26%,"-$6,435,923",+1,+3,-4,-10
116,D,2015-02-09 09:02:46,2015-02-05,ETN,Cutler Alexander M,See Remarks below.,S - Sale+OE,$69.23,"-330,000","537,103",-38%,"-$22,844,613",0,+4,-3,-12
117,D,2014-12-16 16:46:49,2014-12-15,ETN,McCoy Deborah L,Dir,S - Sale+OE,$65.06,"-7,408","44,936",-14%,"-$481,964",0,+6,-2,+10
118,,2014-09-15 17:22:30,2014-09-11,ETN,Smith Gerald B,Dir,S - Sale,$67.79,"-5,000","5,671",-47%,"-$338,967",0,-1,-13,+3
119,D,2014-09-08 16:01:43,2014-09-05,ETN,Critelli Michael J,Dir,S - Sale+OE,$69.00,"-20,250","83,566",-20%,"-$1,397,254",-1,-3,-8,+1
120,D,2014-05-30 08:43:06,2014-05-28,ETN,Gross Thomas,See Remarks below.,S - Sale+OE,$74.32,"-110,726","57,169",-66%,"-$8,229,624",0,-1,+4,-5
121,,2014-03-07 16:16:06,2014-03-06,ETN,Critelli Michael J,Dir,S - Sale,$75.26,"-15,000","83,566",-15%,"-$1,128,840",-2,-5,-1,-8
122,,2014-03-07 16:15:32,2014-03-07,ETN,Cutler Alexander M,See Remarks below.,S - Sale,$75.55,"-29,280","561,995",-5%,"-$2,212,104",-2,-5,-1,-8
