,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
250,,2009-09-22 16:31:01,2009-09-18,GPS,Fisher John J,10%,S - Sale,$22.10,"-500,000","22,913,294",-2%,"-$11,050,750",-2,-3,+1,+4
251,D,2009-09-18 15:01:37,2009-09-17,GPS,Simmons Sabrina,"EVP, CFO",S - Sale+OE,$22.00,"-20,000","19,521",-51%,"-$440,000",0,-2,+4,+5
252,,2009-09-17 21:42:50,2009-09-17,GPS,Fisher William Sydney,10%,S - Sale,$22.13,"-500,000","16,809,088",-3%,"-$11,063,250",-1,-1,+3,+6
253,D,2009-09-08 18:46:08,2009-09-04,GPS,Sage Gavin Eva,"EVP, HR",S - Sale+OE,$20.88,"-100,000",0,-100%,"-$2,088,191",0,0,+3,+4
254,D,2009-09-08 17:54:42,2009-09-03,GPS,Simmons Sabrina,"EVP, CFO",S - Sale+OE,$20.77,"-40,000","19,521",-67%,"-$830,640",0,0,+3,+4
255,,2009-09-08 16:38:34,2009-09-08,GPS,Fisher Robert J,"Dir, 10%",S - Sale,$21.54,"-277,013","16,386,110",-2%,"-$5,966,057",0,0,+3,+4
256,M,2009-09-04 18:00:00,2009-09-03,GPS,Fisher Robert J,"Dir, 10%",S - Sale,$20.83,"-1,000,000","16,663,123",-6%,"-$20,829,350",+2,+2,0,+7
257,,2009-09-02 19:48:28,2009-09-01,GPS,Fisher Robert J,"Dir, 10%",S - Sale,$20.05,"-235,083","17,663,123",-1%,"-$4,714,260",+8,+9,+7,+13
258,M,2009-08-28 20:15:48,2009-08-27,GPS,Fisher Robert J,"Dir, 10%",S - Sale,$20.01,"-73,896","17,898,206",0%,"-$1,478,743",-1,+6,+10,+9
259,D,2009-08-27 19:56:36,2009-08-26,GPS,Hansen Marka,"Pres, Gap Brand",S - Sale+OE,$19.88,"-17,000","73,395",-19%,"-$337,892",0,-1,+8,+9
260,DM,2009-08-27 18:14:27,2009-08-25,GPS,Simmons Sabrina,"EVP, CFO",S - Sale+OE,$20.00,"-16,000","19,521",-45%,"-$320,000",0,-1,+8,+9
261,M,2009-08-26 20:01:58,2009-08-25,GPS,Fisher Robert J,"Dir, 10%",S - Sale,$20.05,"-414,008","17,972,102",-2%,"-$8,299,746",+1,-1,+10,+4
262,,2009-06-02 16:41:53,2009-06-01,GPS,Hansen Marka,"Pres, Gap Brand",S - Sale,$18.30,"-31,442","73,285",-30%,"-$575,448",0,-8,-10,+22
263,,2009-05-12 17:05:11,2009-05-11,GPS,Hansen Marka,"Pres, Gap Brand",S - Sale,$16.14,"-31,422","104,190",-23%,"-$507,192",-5,-2,+4,+44
264,AD,2009-05-05 15:31:08,2009-04-30,GPS,Hughes Penelope L,Dir,S - Sale+OE,$15.52,"-14,603","13,491",-52%,"-$226,568",-1,-3,+8,+27
265,D,2009-05-04 21:23:30,2009-04-29,GPS,Hughes Penelope L,Dir,S - Sale+OE,$15.52,"-14,603","13,491",-52%,"-$226,568",-1,-2,+8,+34
266,D,2009-04-30 20:17:41,2009-04-29,GPS,Fisher Robert J,"Dir, 10%",S - Sale+OE,$15.22,"-61,585","18,636,590",0%,"-$937,237",+1,+5,+15,+45
267,M,2009-04-28 20:56:06,2009-04-27,GPS,Fisher Robert J,"Dir, 10%",S - Sale,$15.11,"-938,415","18,697,002",-5%,"-$14,179,209",+1,+14,+16,+49
268,,2009-04-27 12:55:48,2009-04-24,GPS,Fisher John J,10%,S - Sale,$15.39,"-1,000,000","23,413,294",-4%,"-$15,390,300",-3,+3,+11,+48
269,,2009-04-20 15:16:54,2009-04-17,GPS,Fisher John J,10%,S - Sale,$15.20,"-250,000","24,713,294",-1%,"-$3,799,800",-3,+1,+5,+52
270,,2009-04-20 15:16:18,2009-04-17,GPS,Fisher William Sydney,10%,S - Sale,$15.21,"-1,000,000","17,309,088",-5%,"-$15,206,800",-3,+1,+5,+52
271,,2009-04-20 15:15:02,2009-04-17,GPS,Fisher Robert J,"Dir, 10%",S - Sale,$15.20,"-1,000,000","19,635,417",-5%,"-$15,199,500",-3,+1,+5,+52
272,,2009-04-03 19:28:19,2009-04-03,GPS,Fisher John J,10%,S - Sale,$15.18,"-740,600","24,963,294",-3%,"-$11,239,346",-5,-1,+12,+42
273,,2009-03-19 17:08:15,2009-03-18,GPS,Sage Gavin Eva,"EVP, HR",S - Sale,$12.15,"-12,463",0,-100%,"-$151,425",-4,-1,+22,+77
274,,2009-03-06 16:57:12,2009-03-06,GPS,Fisher William Sydney,10%,S - Sale,$11.32,"-9,630","18,809,088",0%,"-$109,041",+1,+16,+53,+99
275,,2009-03-06 16:56:49,2009-03-06,GPS,Fisher John J,10%,S - Sale,$11.32,"-13,769","25,703,894",0%,"-$155,908",+1,+16,+53,+99
276,,2009-02-06 17:31:18,2009-02-06,GPS,Fisher John J,10%,S - Sale,$11.86,"-397,302","25,717,663",-2%,"-$4,711,326",-1,-2,-18,+57
277,,2009-02-06 17:30:36,2009-02-06,GPS,Fisher William Sydney,10%,S - Sale,$11.86,"-277,881","18,818,718",-1%,"-$3,295,196",-1,-2,-18,+57
278,,2009-01-12 14:38:43,2009-01-08,GPS,Fisher William Sydney,10%,S - Sale,$12.87,"-17,311","19,096,599",0%,"-$222,858",-7,-7,-11,+19
